game_id,stand_id,final_attendance,transaction_count,predicted_transaction_count,abs_pct_error
G2025049,STAND1,16073,362,427.4,0.18074047369137827
G2025049,STAND10,16073,390,425.7,0.0914201758631385
G2025076,STAND8,15518,340,408.9,0.20261000843594307
G2025076,STAND19,15518,290,410.2,0.4145094584224425
G2025076,STAND2,15518,332,409.2,0.23250669573463725
G2025076,STAND24,15518,310,409.2,0.31997491285128893
G2025076,STAND14,15518,318,409.2,0.28676799680471565
G2025077,STAND24,17536,468,436.3,0.0677014172092797
G2025077,STAND2,17536,455,439.2,0.034673596384960634
G2025077,STAND19,17536,469,436.3,0.06968926066938785
G2025077,STAND8,17536,489,435.4,0.10957356431018712
G2025077,STAND14,17536,440,436.6,0.007696629964921313
G2025078,STAND23,13524,340,341.9,0.005678327937684123
G2025078,STAND7,13524,324,340.5,0.05082709831603965
G2025078,STAND20,13524,333,340.5,0.022426365929119653
G2025078,STAND12,13524,328,340.5,0.0380121337024294
G2025078,STAND6,13524,326,338.6,0.038628261265011274
G2025079,STAND10,14923,307,349.0,0.13696859339527956
G2025079,STAND5,14923,321,349.0,0.0873811781070119
G2025079,STAND16,14923,358,349.0,0.02500179281466251
G2025079,STAND1,14923,358,348.9,0.02555613096317543
G2025079,STAND11,14923,336,349.0,0.03883737551294887
G2025080,STAND4,15698,368,400.4,0.08791411650316065
G2025081,STAND4,14749,437,386.8,0.11489071057029532
G2025075,STAND4,18000,402,406.2,0.010411147809338446
G2025012,STAND6,18000,493,478.6,0.02911907924624463
G2025012,STAND12,18000,486,478.5,0.015379500175078128
G2025012,STAND7,18000,487,478.5,0.017401308182932177
G2025012,STAND23,18000,465,476.2,0.02417730624606263
G2025012,STAND20,18000,479,478.5,0.0009904740816032787
G2025013,STAND12,15784,440,389.2,0.11556244289097141
G2025013,STAND23,15784,479,387.7,0.19053934974624126
G2025013,STAND6,15784,410,389.2,0.05084749968787176
G2025013,STAND20,15784,457,389.2,0.1484627458906508
G2025013,STAND7,15784,461,389.2,0.1558513554707753
G2025014,STAND22,15622,435,396.8,0.08788244969155692
G2025014,STAND15,15622,415,396.8,0.043776821042369254
G2025014,STAND13,15622,446,396.8,0.11024076397440188
G2025015,STAND12,16045,392,435.1,0.10982350133325863
G2025015,STAND6,16045,391,433.3,0.10819146659203972
G2025015,STAND7,16045,379,433.3,0.1432793230540568
G2025015,STAND23,16045,398,437.1,0.09816210552733237
G2025015,STAND20,16045,440,433.3,0.015220764914801066
G2025016,STAND5,15779,364,432.9,0.18932855504375168
G2025016,STAND10,15779,411,433.8,0.05535676328339727
G2025016,STAND11,15779,360,432.9,0.20254331676646004
G2025016,STAND1,15779,417,430.4,0.032227647439193784
G2025016,STAND16,15779,374,432.9,0.15752832629926633
G2025017,STAND7,14569,346,374.4,0.08203855407119219
G2025017,STAND6,14569,313,374.9,0.19792133468066572
G2025017,STAND23,14569,344,374.4,0.0883294758971875
G2025017,STAND20,14569,304,374.4,0.2315307227257648
G2025017,STAND12,14569,318,374.4,0.17731238902085691
G2025018,STAND3,17215,396,423.9,0.07049993387115988
G2025018,STAND18,17215,393,421.1,0.07137760015980817
G2025019,STAND19,17518,435,448.4,0.03081432485244166
G2025019,STAND14,17518,442,449.1,0.015989709430010147
G2025019,STAND24,17518,433,448.4,0.03557559194182938
G2025019,STAND8,17518,457,449.3,0.016746600374204137
G2025019,STAND2,17518,447,448.2,0.002672364848658678
G2025020,STAND21,16628,452,446.0,0.013334846350358599
G2025021,STAND13,17476,395,435.3,0.102143114433365
G2025021,STAND15,17476,405,431.1,0.0643680460013312
G2025021,STAND22,17476,413,431.1,0.043750747289441
G2025022,STAND13,15576,416,363.9,0.12535517579305117
G2025022,STAND22,15576,431,366.4,0.14986757674703938
G2025022,STAND15,15576,385,365.9,0.049558663858209756
G2025023,STAND14,16739,330,451.3,0.367557347095066
G2025023,STAND8,16739,374,448.8,0.1999168980162349
G2025023,STAND2,16739,332,455.2,0.3709480597349145
G2025023,STAND19,16739,372,451.0,0.21235531847310285
G2025023,STAND24,16739,355,451.0,0.2704117703436458
G2025024,STAND9,16144,457,425.4,0.06916529305804292
G2025024,STAND17,16144,445,425.4,0.044064132421405874
G2025000,STAND20,14091,415,355.3,0.1438444469923604
G2025000,STAND12,14091,418,354.8,0.15127881773273985
G2025000,STAND7,14091,396,354.8,0.1041276409401143
G2025000,STAND23,14091,365,353.6,0.0313537288484289
G2025000,STAND6,14091,389,354.8,0.08800654450458936
G2025025,STAND21,17053,465,421.2,0.09421492979042624
G2025026,STAND14,16577,466,432.6,0.07172405656737295
G2025026,STAND19,16577,410,431.5,0.05234596268262383
G2025026,STAND8,16577,402,432.0,0.07474166032651847
G2025026,STAND24,16577,421,432.0,0.026237879931734973
G2025026,STAND2,16577,420,438.8,0.044742965444763305
G2025027,STAND15,16574,472,377.1,0.20110814679001615
G2025027,STAND22,16574,492,374.9,0.23810162184062525
G2025027,STAND13,16574,443,379.0,0.1443696670970546
G2025028,STAND13,14630,340,344.6,0.013440060074751327
G2025028,STAND15,14630,361,344.6,0.045513516827104014
G2025028,STAND22,14630,361,345.7,0.04240803150310939
G2025029,STAND8,17651,465,432.5,0.06978851976713282
G2025029,STAND2,17651,448,434.8,0.029529649707045382
G2025029,STAND19,17651,401,434.6,0.08380052009617958
G2025029,STAND14,17651,423,434.6,0.02743264434649648
G2025029,STAND24,17651,428,434.6,0.015429926538710307
G2025030,STAND14,14132,359,396.2,0.10371893168682184
G2025030,STAND2,14132,339,399.0,0.17704892313092854
G2025030,STAND24,14132,364,397.7,0.09267186982271586
G2025030,STAND19,14132,357,397.7,0.11409680844669068
G2025030,STAND8,14132,318,398.3,0.2523710563458846
G2025031,STAND18,14897,323,340.6,0.05459793783292306
G2025031,STAND3,14897,322,340.6,0.05787308670818059
G2025032,STAND18,14244,422,329.2,0.22000287741381702
G2025032,STAND3,14244,414,331.3,0.19977389749891142
G2025033,STAND9,18000,481,483.9,0.0059882819119519495
G2025033,STAND17,18000,465,483.9,0.0406029324723632
G2025034,STAND8,17573,471,423.7,0.10040817233620966
G2025034,STAND2,17573,459,425.9,0.07204764825140374
G2025034,STAND24,17573,461,425.8,0.07643509527130146
G2025034,STAND19,17573,443,430.1,0.02915779911292654
G2025034,STAND14,17573,441,425.8,0.034550065578389966
G2025035,STAND10,13549,332,320.2,0.035396107748592656
G2025035,STAND16,13549,331,320.2,0.03248189659375457
G2025035,STAND5,13549,356,320.2,0.10042558363071001
G2025035,STAND11,13549,356,320.2,0.10042558363071001
G2025035,STAND1,13549,319,320.1,0.003291658841064616
G2025036,STAND10,13038,312,332.0,0.06408916050563945
G2025036,STAND5,13038,336,333.3,0.008046428483485527
G2025036,STAND1,13038,316,330.0,0.04425722193338049
G2025036,STAND16,13038,301,333.3,0.1072970100649464
G2025036,STAND11,13038,292,333.3,0.141426027498455
G2025001,STAND22,15055,402,357.3,0.11125322772275553
G2025001,STAND15,15055,373,356.7,0.04361860760929756
G2025001,STAND13,15055,378,356.7,0.05626915512769309
G2025002,STAND4,15406,384,415.4,0.08168909369090442
G2025003,STAND16,13987,350,386.9,0.10551412411804043
G2025003,STAND1,13987,338,386.7,0.14417600705368794
G2025003,STAND5,13987,391,386.9,0.010409351812495776
G2025003,STAND11,13987,368,386.9,0.051440063699223236
G2025003,STAND10,13987,375,386.9,0.03181318251017107
G2025004,STAND4,18000,491,462.4,0.0581852826994126
G2025005,STAND3,15443,393,408.9,0.04055003339133702
G2025005,STAND18,15443,360,408.9,0.13593378645220958
G2025006,STAND23,14858,309,355.9,0.1516848278431128
G2025006,STAND12,14858,350,355.9,0.016773176581491012
G2025006,STAND6,14858,311,355.9,0.14427849454508634
G2025006,STAND7,14858,320,355.9,0.1120956618860058
G2025006,STAND20,14858,318,355.9,0.1190899742249115
G2025007,STAND21,16667,444,446.3,0.005083451801627962
G2025008,STAND9,15865,401,394.9,0.015150815781689154
G2025008,STAND17,15865,359,394.9,0.10006830883438064
G2025009,STAND4,15605,365,396.8,0.08721265552716921
G2025010,STAND16,18000,481,474.1,0.014257206004914024
G2025010,STAND11,18000,490,474.1,0.032362685894619686
G2025010,STAND1,18000,468,474.1,0.013124538272727254
G2025010,STAND5,18000,454,474.1,0.04436626412254704
G2025010,STAND10,18000,479,474.1,0.010141369704308236
G2025011,STAND11,14525,357,361.8,0.013470151315646996
G2025011,STAND16,14525,352,361.8,0.027866034146835163
G2025011,STAND5,14525,362,361.8,0.0005280551942376303
G2025011,STAND10,14525,377,354.8,0.05889250193620777
G2025011,STAND1,14525,360,360.8,0.002258967893344119
G2025062,STAND4,18000,436,434.9,0.002513112966778382
G2025063,STAND4,17187,458,421.8,0.07893125521660865
G2025064,STAND8,15575,352,389.1,0.10526745169764418
G2025064,STAND2,15575,359,389.6,0.08525871558468445
G2025064,STAND14,15575,316,390.2,0.23469646127966215
G2025064,STAND19,15575,353,389.5,0.1034018739578495
G2025064,STAND24,15575,377,389.5,0.033158783838516906
G2025065,STAND20,14369,297,331.5,0.1161472818250254
G2025065,STAND6,14369,310,330.3,0.06559848496274005
G2025065,STAND23,14369,318,330.3,0.03879097590707364
G2025065,STAND7,14369,286,330.3,0.15501933684772523
G2025065,STAND12,14369,308,330.3,0.07251795564431629
G2025066,STAND9,16398,443,449.3,0.014125987031217454
G2025066,STAND17,16398,476,444.6,0.0660543650877273
G2025067,STAND4,14687,413,408.1,0.011861464615813389
G2025068,STAND7,18000,385,406.0,0.05463552842015461
G2025068,STAND12,18000,377,406.0,0.07701506217973349
G2025068,STAND23,18000,396,406.0,0.025340097075150315
G2025068,STAND6,18000,389,405.4,0.04227929719956535
G2025068,STAND20,18000,436,406.0,0.06872780173908366
G2025069,STAND17,11214,297,311.1,0.0473227875075925
G2025069,STAND9,11214,287,311.1,0.08381487069601036
G2025070,STAND15,14686,431,401.7,0.06800049174264766
G2025070,STAND13,14686,407,401.7,0.013042289781526143
G2025070,STAND22,14686,396,401.6,0.0142179373123102
G2025071,STAND17,14483,402,328.7,0.1822206172734525
G2025071,STAND9,14483,423,333.0,0.2127671914193021
G2025072,STAND18,17744,422,440.1,0.04290647299930247
G2025072,STAND3,17744,436,439.0,0.006790499881201481
G2025073,STAND19,18000,467,445.4,0.04615246204466941
G2025073,STAND24,18000,498,445.4,0.10552851360413779
G2025073,STAND8,18000,506,434.4,0.14145317447510214
G2025073,STAND2,18000,512,444.3,0.13215608683861912
G2025073,STAND14,18000,512,445.4,0.12998671831027464
G2025074,STAND18,17415,382,427.1,0.11812010811178793
G2025074,STAND3,17415,423,427.1,0.009744400233340396
G2025050,STAND24,18000,384,435.5,0.13411199032895768
G2025050,STAND19,18000,399,435.5,0.09147620121884648
G2025050,STAND14,18000,446,435.5,0.023544833438744965
G2025050,STAND2,18000,400,434.4,0.08597071899951843
G2025050,STAND8,18000,415,424.5,0.022835898257298037
G2025051,STAND7,14293,313,333.7,0.06611138821611852
G2025051,STAND12,14293,297,335.1,0.12828178271000243
G2025051,STAND20,14293,276,333.7,0.20903211779581557
G2025051,STAND23,14293,313,335.5,0.07187821154562149
G2025051,STAND6,14293,298,333.7,0.11977471312632583
G2025052,STAND20,13628,352,359.2,0.020363162128011873
G2025052,STAND12,13628,356,359.2,0.008898407497360055
G2025052,STAND6,13628,367,356.8,0.02778589480994128
G2025052,STAND7,13628,382,359.2,0.05977007049984246
G2025052,STAND23,13628,337,359.2,0.06577992008623199
G2025053,STAND2,16034,426,390.2,0.08407564438091904
G2025053,STAND8,16034,426,388.3,0.08856502487339744
G2025053,STAND24,16034,459,390.1,0.15015956839662822
G2025053,STAND19,16034,458,391.9,0.14434956161164159
G2025053,STAND14,16034,428,391.8,0.08451343778790421
G2025054,STAND7,16082,430,418.8,0.02616078061228003
G2025054,STAND20,16082,409,421.3,0.029983681568892095
G2025054,STAND6,16082,419,418.8,0.0005945958550845171
G2025054,STAND23,16082,405,419.6,0.03607939937053148
G2025054,STAND12,16082,430,418.8,0.02616078061228003
G2025055,STAND23,16404,444,393.8,0.11314893132625801
G2025055,STAND6,16404,455,398.1,0.12496992847962966
G2025055,STAND20,16404,465,394.2,0.15231214114914188
G2025055,STAND7,16404,480,392.5,0.1822222484206647
G2025055,STAND12,16404,490,395.9,0.19199427867183902
G2025056,STAND10,15388,439,346.4,0.21103668206384124
G2025056,STAND11,15388,433,348.0,0.19622026279667915
G2025056,STAND5,15388,420,348.0,0.1713413661689573
G2025056,STAND1,15388,449,347.9,0.22518943508601336
G2025056,STAND16,15388,453,348.0,0.23170722691161605
G2025057,STAND21,16146,427,429.5,0.00585969248150785
G2025058,STAND4,14297,319,316.2,0.008653407055232825
G2025059,STAND4,15014,408,333.1,0.18363681007387073
G2025060,STAND15,12746,315,306.1,0.028315423887414773
G2025060,STAND22,12746,291,301.1,0.03459655197039358
G2025060,STAND13,12746,279,306.1,0.09706323109485429
G2025061,STAND21,18000,453,448.9,0.00906844588798016
G2025037,STAND18,13257,375,315.3,0.15927402620822992
G2025037,STAND3,13257,332,315.3,0.050384818759295846
G2025038,STAND20,13448,330,345.0,0.04543287891173294
G2025038,STAND7,13448,302,345.0,0.14236043059891348
G2025038,STAND23,13448,330,345.0,0.04543287891173294
G2025038,STAND6,13448,283,345.0,0.21905600721156138
G2025038,STAND12,13448,284,345.0,0.2147635564819432
G2025039,STAND18,13972,351,375.8,0.0705558516340266
G2025039,STAND3,13972,331,382.2,0.1547997064295326
G2025040,STAND3,14644,291,379.5,0.30400259094880633
G2025040,STAND18,14644,330,379.5,0.14989319383667468
G2025041,STAND21,15559,387,378.8,0.021255657301715834
G2025042,STAND8,17902,349,415.7,0.19102080760404794
G2025042,STAND14,17902,386,416.1,0.07806321786898883
G2025042,STAND24,17902,360,416.6,0.1571207542987537
G2025042,STAND2,17902,381,416.8,0.09396004038885389
G2025042,STAND19,17902,395,416.6,0.05459106720899071
G2025043,STAND17,16041,379,380.6,0.004273539313695793
G2025043,STAND9,16041,415,380.6,0.08284416530146818
G2025044,STAND6,17683,366,382.8,0.0458996298492073
G2025044,STAND23,17683,426,383.7,0.09938836400667715
G2025044,STAND7,17683,393,382.8,0.025956069911425263
G2025044,STAND20,17683,370,383.5,0.03653840909630095
G2025044,STAND12,17683,413,382.8,0.07312526749440709
G2025045,STAND6,13582,366,333.0,0.09016132901592351
G2025045,STAND7,13582,384,333.0,0.1328100167183021
G2025045,STAND20,13582,343,333.0,0.0291517388333178
G2025045,STAND23,13582,382,328.9,0.13907657136774662
G2025045,STAND12,13582,375,334.8,0.107328484284623
G2025046,STAND14,15711,376,388.0,0.03192958245825833
G2025046,STAND24,15711,393,387.1,0.0149895616515799
G2025046,STAND2,15711,380,389.7,0.025631422313055534
G2025046,STAND8,15711,391,386.2,0.012270821247944716
G2025046,STAND19,15711,342,387.1,0.13189795985651784
G2025047,STAND21,13811,385,356.6,0.07382268279858364
G2025048,STAND1,17196,378,390.1,0.031889743522234525
G2025048,STAND16,17196,337,390.1,0.15743122567182388
G2025048,STAND5,17196,380,390.1,0.026458744872117503
G2025048,STAND10,17196,377,390.1,0.034626851595237804
G2025048,STAND11,17196,369,390.1,0.057057786047167075
G2025049,STAND4,16073,377,427.4,0.13376140975140302
G2025076,STAND21,15518,300,409.2,0.3639740766129986
G2025077,STAND21,17536,466,436.3,0.0637001357380749
G2025078,STAND4,13524,300,340.5,0.1348932661813228
G2025079,STAND17,14923,350,349.0,0.0027161195075690817
G2025079,STAND9,14923,367,349.0,0.04891183059304953
G2025080,STAND6,15698,331,400.4,0.20952385158055323
G2025080,STAND7,15698,359,400.4,0.11518772945170785
G2025080,STAND12,15698,351,400.4,0.14060511359875533
G2025080,STAND20,15698,301,402.2,0.3363594946408382
G2025080,STAND23,15698,328,400.4,0.22058656973525342
G2025081,STAND23,14749,441,383.8,0.1296174830339811
G2025081,STAND7,14749,412,382.6,0.07130112039423836
G2025081,STAND12,14749,444,386.8,0.12884513630454741
G2025081,STAND6,14749,445,386.8,0.13080278768363832
G2025081,STAND20,14749,413,386.8,0.06345578818212846
G2025075,STAND6,18000,402,406.2,0.010411147809338446
G2025075,STAND20,18000,411,420.5,0.023073909802770274
G2025075,STAND7,18000,414,406.2,0.018876131837309046
G2025075,STAND12,18000,410,406.2,0.00930419166011206
G2025075,STAND23,18000,370,406.2,0.09779805789014609
G2025012,STAND4,18000,496,478.5,0.035230719929612846
G2025013,STAND4,15784,473,389.2,0.17726738873578735
G2025014,STAND18,15622,425,396.8,0.06627618995901939
G2025014,STAND3,15622,437,396.8,0.09191620304938956
G2025015,STAND4,16045,456,434.4,0.0474553551937311
G2025016,STAND9,15779,434,432.9,0.0024986312536276318
G2025016,STAND17,15779,368,432.9,0.17640107074979786
G2025017,STAND4,14569,323,374.4,0.15908773903601392
G2025018,STAND13,17215,419,423.9,0.011737407668208383
G2025018,STAND22,17215,406,417.6,0.028665789817211466
G2025018,STAND15,17215,409,423.9,0.03647426360141641
G2025019,STAND21,17518,412,448.4,0.08835978473498088
G2025020,STAND14,16628,428,449.0,0.04907068020037472
G2025020,STAND24,16628,441,447.5,0.01466276677796197
G2025020,STAND2,16628,453,447.4,0.012362323460153271
G2025020,STAND19,16628,461,449.4,0.025209707038290424
G2025020,STAND8,16628,420,447.5,0.06539590511686007
G2025021,STAND18,17476,398,431.1,0.08308808701140485
G2025021,STAND3,17476,402,431.1,0.0723110911207441
G2025022,STAND3,15576,412,363.9,0.11686347847065362
G2025022,STAND18,15576,430,363.9,0.15383198402304485
G2025023,STAND21,16739,359,451.0,0.256256764545945
G2025024,STAND5,16144,460,425.4,0.07523595419027307
G2025024,STAND16,16144,473,425.0,0.10140184352360705
G2025024,STAND11,16144,447,425.4,0.048341250397149024
G2025024,STAND1,16144,415,425.4,0.025039665234878036
G2025024,STAND10,16144,433,425.4,0.01757168343539403
G2025000,STAND4,14091,409,354.8,0.13260280149703
G2025025,STAND24,17053,435,415.9,0.04385926109430486
G2025025,STAND14,17053,440,416.9,0.05261210959304815
G2025025,STAND8,17053,453,415.4,0.08300804824279913
G2025025,STAND19,17053,452,417.7,0.07581335376128785
G2025025,STAND2,17053,455,415.5,0.08691583770822504
G2025026,STAND21,16577,435,428.4,0.01514211377958593
G2025027,STAND3,16574,433,377.1,0.12915252952629935
G2025027,STAND18,16574,474,377.1,0.2044789984913241
G2025028,STAND3,14630,352,343.4,0.02436435577297257
G2025028,STAND18,14630,375,344.6,0.08114767886555879
G2025029,STAND21,17651,396,440.8,0.11315443544572923
G2025030,STAND21,14132,342,417.0,0.21934507429189984
G2025031,STAND15,14897,360,340.6,0.05379129466657181
G2025031,STAND22,14897,320,340.6,0.06429265323996916
G2025031,STAND13,14897,312,340.6,0.09177927538472484
G2025032,STAND22,14244,411,326.9,0.2045356859594423
G2025032,STAND13,14244,417,329.2,0.21065039392957022
G2025032,STAND15,14244,432,329.2,0.23805836636257124
G2025033,STAND1,18000,450,479.4,0.06542127331245094
G2025033,STAND16,18000,490,483.9,0.012489053878267575
G2025033,STAND11,18000,446,483.9,0.0849335506718585
G2025033,STAND5,18000,482,483.9,0.0039011692938773607
G2025033,STAND10,18000,466,484.6,0.03986223819881245
G2025034,STAND21,17573,489,432.0,0.11662869333768755
G2025035,STAND9,13549,367,320.2,0.12738830455730998
G2025035,STAND17,13549,325,320.2,0.01462002391548542
G2025036,STAND9,13038,338,333.7,0.012776109199092
G2025036,STAND17,13038,358,333.5,0.06832915108479455
G2025001,STAND3,15055,394,355.6,0.09750155912631925
G2025001,STAND18,15055,382,356.7,0.06615115350331935
G2025002,STAND7,15406,395,415.4,0.05156610627166404
G2025002,STAND23,15406,397,415.4,0.04626854402344407
G2025002,STAND6,15406,384,412.5,0.07420453548042764
G2025002,STAND12,15406,388,415.4,0.07053765973532808
G2025002,STAND20,15406,368,415.4,0.12871905428616112
G2025003,STAND9,13987,360,386.9,0.07480539844809486
G2025003,STAND17,13987,389,386.9,0.005321482156004753
G2025004,STAND20,18000,487,463.9,0.047480012491146424
G2025004,STAND12,18000,484,463.7,0.04199432171197192
G2025004,STAND23,18000,477,464.5,0.026129893711213305
G2025004,STAND6,18000,495,463.7,0.06328333678503921
G2025004,STAND7,18000,505,463.7,0.08183218160117704
G2025005,STAND22,15443,394,406.8,0.03260009073320436
G2025005,STAND13,15443,391,410.9,0.05083638621968873
G2025005,STAND15,15443,352,411.0,0.16762451894117608
G2025006,STAND4,14858,313,355.9,0.13696681087387175
G2025007,STAND2,16667,474,446.3,0.058529424894677606
G2025007,STAND14,16667,438,446.3,0.01885171826466396
G2025007,STAND19,16667,420,446.3,0.06251679190457814
G2025007,STAND8,16667,428,450.8,0.05316185319625323
G2025007,STAND24,16667,418,446.3,0.06760060430603544
G2025008,STAND1,15865,374,394.7,0.05541729896891717
G2025008,STAND11,15865,377,394.9,0.047545153505418165
G2025008,STAND16,15865,350,394.9,0.128355779632979
G2025008,STAND10,15865,344,394.9,0.1480364036963449
G2025008,STAND5,15865,374,394.9,0.055947922116424194
G2025009,STAND20,15605,369,398.7,0.08055401702207571
G2025009,STAND6,15605,358,396.8,0.10847100354027028
G2025009,STAND12,15605,367,396.8,0.08128779091939171
G2025009,STAND23,15605,367,396.8,0.08128779091939171
G2025009,STAND7,15605,412,396.8,0.036814030904328256
G2025010,STAND9,18000,470,476.5,0.013867253336948148
G2025010,STAND17,18000,490,474.4,0.03189712329173004
G2025011,STAND17,14525,324,361.8,0.11669396302372215
G2025011,STAND9,14525,374,361.8,0.03259667374415514
G2025062,STAND6,18000,417,436.1,0.04591847684245037
G2025062,STAND23,18000,436,437.0,0.0023149019533198795
G2025062,STAND12,18000,440,436.1,0.008754534447041351
G2025062,STAND20,18000,434,436.9,0.0066081836039707
G2025062,STAND7,18000,441,436.1,0.011002256591152369
G2025063,STAND7,17187,473,421.8,0.10814062344441176
G2025063,STAND6,17187,441,420.1,0.047369112105621475
G2025063,STAND20,17187,487,421.8,0.1337792913536073
G2025063,STAND23,17187,430,421.8,0.018954685788852933
G2025063,STAND12,17187,457,421.8,0.0769157875037347
G2025064,STAND21,15575,352,389.5,0.10653653837250249
G2025065,STAND4,14369,318,330.3,0.03879097590707364
G2025066,STAND10,16398,443,448.6,0.012564467053027861
G2025066,STAND16,16398,471,448.6,0.04763044818579333
G2025066,STAND5,16398,463,448.6,0.031174818780796237
G2025066,STAND1,16398,462,448.6,0.02907779457902307
G2025066,STAND11,16398,449,448.6,0.0009664612372130462
G2025067,STAND20,14687,410,408.1,0.004631182649587633
G2025067,STAND23,14687,408,408.1,0.00024807625899281966
G2025067,STAND7,14687,379,408.1,0.07678420874319015
G2025067,STAND6,14687,375,408.1,0.08826990696978419
G2025067,STAND12,14687,428,408.1,0.04649248805217507
G2025068,STAND4,18000,390,406.0,0.041114560107075704
G2025069,STAND10,11214,306,311.1,0.016519176110310372
G2025069,STAND11,11214,271,311.1,0.14780394055260138
G2025069,STAND1,11214,298,310.9,0.04314233165297768
G2025069,STAND16,11214,294,311.1,0.05800975472705773
G2025069,STAND5,11214,289,311.1,0.07631442176385804
G2025070,STAND18,14686,406,401.7,0.010611359460790986
G2025070,STAND3,14686,396,401.7,0.01437320216898702
G2025071,STAND10,14483,374,331.8,0.11280241670561887
G2025071,STAND16,14483,400,331.8,0.17047025961975365
G2025071,STAND5,14483,422,331.8,0.21371588589550108
G2025071,STAND11,14483,360,331.8,0.07830028846639295
G2025071,STAND1,14483,402,331.8,0.17459727325348623
G2025072,STAND13,17744,442,440.1,0.004283865145462352
G2025072,STAND15,17744,477,440.1,0.07734479747231522
G2025072,STAND22,17744,428,437.6,0.022383632759973113
G2025073,STAND21,18000,506,444.1,0.12224387278942471
G2025074,STAND22,17415,392,427.1,0.08959663596607904
G2025074,STAND15,17415,387,427.1,0.10367411188295346
G2025074,STAND13,17415,415,427.1,0.02920935252699515
G2025050,STAND21,18000,456,434.2,0.04781402537339593
G2025051,STAND4,14293,300,334.0,0.11344976804662868
G2025052,STAND4,13628,380,359.2,0.054821491923525846
G2025053,STAND21,16034,446,393.0,0.11886798216480877
G2025054,STAND4,16082,419,417.5,0.0035629063486816055
G2025055,STAND4,16404,476,394.2,0.1718837473055024
G2025056,STAND17,15388,421,348.0,0.17330967646309278
G2025056,STAND9,15388,470,348.0,0.2594965399807704
G2025057,STAND2,16146,475,429.7,0.0954341114478326
G2025057,STAND8,16146,403,427.6,0.06112655172686165
G2025057,STAND19,16146,406,429.5,0.05788691795468929
G2025057,STAND14,16146,441,429.5,0.02607236124806383
G2025057,STAND24,16146,461,429.5,0.06832518722428665
G2025058,STAND7,14297,323,316.2,0.020930145048356878
G2025058,STAND12,14297,300,316.2,0.05413187716460243
G2025058,STAND6,14297,284,316.2,0.11351958855415749
G2025058,STAND20,14297,327,315.8,0.034156463051266656
G2025058,STAND23,14297,295,312.3,0.05877199557386772
G2025059,STAND7,15014,413,333.1,0.19352014167103937
G2025059,STAND12,15014,398,333.1,0.16312517213602828
G2025059,STAND20,15014,422,333.1,0.21071994907615937
G2025059,STAND6,15014,410,333.1,0.187619069536925
G2025059,STAND23,15014,396,333.1,0.15889853159126074
G2025060,STAND18,12746,319,308.6,0.032691571444008596
G2025060,STAND3,12746,281,304.9,0.0851771096724646
G2025061,STAND14,18000,479,448.9,0.06285596239510441
G2025061,STAND19,18000,451,448.9,0.004674070925177411
G2025061,STAND2,18000,454,449.2,0.010641778074100851
G2025061,STAND24,18000,456,448.9,0.015587732428190816
G2025061,STAND8,18000,425,448.4,0.05499674915492252
G2025037,STAND15,13257,348,318.8,0.08378464509182051
G2025037,STAND22,13257,326,311.1,0.04583010954373961
G2025037,STAND13,13257,311,315.3,0.013737106662102185
G2025038,STAND4,13448,314,345.0,0.09870334407920979
G2025039,STAND13,13972,383,379.1,0.010112083559682867
G2025039,STAND22,13972,342,375.8,0.09872837404544835
G2025039,STAND15,13972,366,375.8,0.026680611812959935
G2025040,STAND13,14644,310,379.5,0.22407985150355694
G2025040,STAND15,14644,325,379.5,0.1675838583572389
G2025040,STAND22,14644,320,379.4,0.18563521588393322
G2025041,STAND14,15559,393,378.8,0.03619831902230033
G2025041,STAND19,15559,360,378.8,0.05215016840065548
G2025041,STAND2,15559,405,379.1,0.0640723472448168
G2025041,STAND24,15559,400,378.8,0.05306484843941007
G2025041,STAND8,15559,378,378.5,0.0012413770067646822
G2025042,STAND21,17902,366,416.6,0.1381515616053315
G2025043,STAND16,16041,397,380.6,0.04126027355191258
G2025043,STAND11,16041,429,380.6,0.1127746587415135
G2025043,STAND10,16041,404,380.6,0.05787210049532004
G2025043,STAND1,16041,388,380.6,0.01902146546419921
G2025043,STAND5,16041,406,380.6,0.06251312463081107
G2025044,STAND4,17683,384,385.4,0.0035842837457044454
G2025045,STAND4,13582,351,333.3,0.050304787799101136
G2025046,STAND21,15711,332,387.1,0.16599127190038884
G2025047,STAND8,13811,416,354.8,0.14700496788112224
G2025047,STAND19,13811,415,356.6,0.14077525994567397
G2025047,STAND2,13811,365,356.7,0.022616505492545326
G2025047,STAND24,13811,406,356.6,0.12172840610210517
G2025047,STAND14,13811,375,364.9,0.02695435634247148
G2025048,STAND9,17196,387,384.4,0.006667022182053608
G2025048,STAND17,17196,382,390.1,0.021084615317813225
G2025049,STAND23,16073,379,427.4,0.12777849993741144
G2025049,STAND7,16073,350,427.4,0.22122300421793983
G2025049,STAND12,16073,357,427.4,0.19727745511562728
G2025049,STAND6,16073,369,427.4,0.1583416029167451
G2025049,STAND20,16073,327,429.8,0.3144872345731605
G2025076,STAND11,15518,341,409.2,0.19997719350117177
G2025076,STAND10,15518,327,409.2,0.2513523638651363
G2025076,STAND5,15518,334,409.2,0.2251264161194598
G2025076,STAND1,15518,317,409.2,0.2908272018419545
G2025076,STAND16,15518,305,409.2,0.34161384584885107
