sth_account_id,fan_id,membership_tier,tenure_years,predicted_annual_spend,churn_probability,implied_lifetime_years,clv
STH506928,TF120490,Bronze,3,5596.471959690031,0.02,12.0,67158.0
STH500633,TF101789,Silver,2,5596.518855152915,0.02,12.0,67158.0
STH503022,TF108780,Bronze,7,5596.369952574773,0.02,12.0,67156.0
STH502065,TF106048,Silver,7,5596.250772577436,0.02,12.0,67155.0
STH505923,TF117636,Silver,3,5596.209139066823,0.02,12.0,67155.0
STH506279,TF118658,Silver,5,5596.2141387187385,0.02,12.0,67155.0
STH504335,TF112716,Gold,3,5596.223095975204,0.02,12.0,67155.0
STH506642,TF119716,Silver,3,5596.1301944713405,0.02,12.0,67154.0
STH505234,TF115556,Gold,7,5596.145313655148,0.02,12.0,67154.0
STH506548,TF119441,Silver,6,5596.146692770434,0.02,12.0,67154.0
STH502506,TF107309,Bronze,6,5596.092705424466,0.02,12.0,67153.0
STH504234,TF112404,Bronze,3,5595.959534285019,0.02,12.0,67152.0
STH506091,TF118115,Bronze,2,5595.877904570546,0.02,12.0,67151.0
STH508144,TF123954,Silver,7,5595.78109549658,0.02,12.0,67149.0
STH502796,TF108124,Bronze,5,5595.259352795497,0.02,12.0,67143.0
STH501791,TF105235,Bronze,2,5595.1477835376645,0.02,12.0,67142.0
STH506577,TF119522,Silver,4,5595.060961120732,0.02,12.0,67141.0
STH507853,TF123081,Bronze,5,5595.014065657847,0.02,12.0,67140.0
STH505837,TF117364,Bronze,5,5595.014065657847,0.02,12.0,67140.0
STH506790,TF120129,Bronze,9,5594.8114546559955,0.02,12.0,67138.0
STH502380,TF106925,Gold,5,5594.76520194302,0.02,12.0,67137.0
STH504904,TF114504,Silver,8,5594.688798738251,0.02,12.0,67136.0
STH501929,TF105662,Silver,5,5594.672300439157,0.02,12.0,67136.0
STH501850,TF105438,Bronze,2,5594.694638683043,0.02,12.0,67136.0
STH507204,TF121306,Bronze,5,5594.5016402528345,0.02,12.0,67134.0
STH503098,TF109015,Bronze,2,5594.487729643608,0.02,12.0,67134.0
STH507959,TF123398,Silver,7,5594.510957548905,0.02,12.0,67134.0
STH500115,TF100319,Bronze,4,5594.4200105383625,0.02,12.0,67133.0
STH506702,TF119869,Bronze,4,5594.4200105383625,0.02,12.0,67133.0
STH505611,TF116728,Silver,9,5594.37906046638,0.02,12.0,67133.0
STH506090,TF118112,Silver,9,5594.323201464395,0.02,12.0,67132.0
STH502691,TF107822,Bronze,6,5594.285118641756,0.02,12.0,67131.0
STH501843,TF105397,Silver,9,5594.150492135832,0.02,12.0,67130.0
STH503055,TF108891,Bronze,3,5594.198533646925,0.02,12.0,67130.0
STH506051,TF118012,Gold,6,5594.092113928912,0.02,12.0,67129.0
STH507946,TF123355,Gold,6,5594.036254926928,0.02,12.0,67128.0
STH507838,TF123039,Bronze,7,5593.801458763313,0.02,12.0,67126.0
STH501275,TF103767,Bronze,7,5593.826349078666,0.02,12.0,67126.0
STH503470,TF110151,Bronze,6,5593.772693236743,0.02,12.0,67125.0
STH503662,TF110723,Bronze,9,5593.788311991306,0.02,12.0,67125.0
STH504576,TF113477,Bronze,5,5593.69106352227,0.02,12.0,67124.0
STH505693,TF116991,Bronze,5,5593.69106352227,0.02,12.0,67124.0
STH506427,TF119075,Gold,6,5593.6729051846905,0.02,12.0,67124.0
STH504190,TF112265,Silver,6,5593.603067088548,0.02,12.0,67123.0
STH506102,TF118138,Bronze,4,5593.469586630833,0.02,12.0,67122.0
STH507890,TF123207,Silver,3,5593.395358117713,0.02,12.0,67121.0
STH502338,TF106832,Silver,7,5593.192747115861,0.02,12.0,67118.0
STH505800,TF117260,Bronze,8,5593.168081202156,0.02,12.0,67118.0
STH508279,TF124314,Bronze,8,5593.097402062574,0.02,12.0,67117.0
STH502637,TF107656,Bronze,7,5593.043746220651,0.02,12.0,67117.0
STH500510,TF101456,Gold,6,5593.011404116903,0.02,12.0,67116.0
STH504220,TF112357,Bronze,5,5592.960942489389,0.02,12.0,67116.0
STH508115,TF123858,Gold,4,5592.905800578393,0.02,12.0,67115.0
STH501509,TF104404,Silver,3,5592.931279456275,0.02,12.0,67115.0
STH502275,TF106620,Silver,7,5592.874120072456,0.02,12.0,67114.0
STH502147,TF106297,Silver,2,5592.801302998228,0.02,12.0,67114.0
STH507324,TF121629,Bronze,8,5592.827224609571,0.02,12.0,67114.0
STH502061,TF106039,Bronze,5,5592.740639614742,0.02,12.0,67113.0
STH503318,TF109661,Gold,3,5592.72915731468,0.02,12.0,67113.0
STH501228,TF103617,Silver,4,5592.666411101621,0.02,12.0,67112.0
STH504471,TF113143,Bronze,5,5592.645736994391,0.02,12.0,67112.0
STH500259,TF100708,Silver,7,5592.6312708110845,0.02,12.0,67112.0
STH504099,TF112007,Bronze,8,5592.314799204559,0.02,12.0,67108.0
STH501695,TF104962,Silver,8,5592.145173056364,0.02,12.0,67106.0
STH505646,TF116850,Silver,4,5592.153985696608,0.02,12.0,67106.0
STH503825,TF111182,Silver,2,5591.850879090699,0.02,12.0,67102.0
STH504817,TF114228,Silver,9,5591.756512374789,0.02,12.0,67101.0
STH501478,TF104319,Bronze,2,5591.774552581092,0.02,12.0,67101.0
STH502063,TF106043,Bronze,9,5591.634198932042,0.02,12.0,67100.0
STH501268,TF103744,Bronze,6,5591.57194157924,0.02,12.0,67099.0
STH500528,TF101492,Bronze,5,5591.594664828711,0.02,12.0,67099.0
STH501290,TF103803,Bronze,6,5591.57194157924,0.02,12.0,67099.0
STH506804,TF120167,Silver,5,5591.473385424091,0.02,12.0,67098.0
STH506337,TF118848,Silver,5,5591.425038680516,0.02,12.0,67097.0
STH508058,TF123706,Bronze,4,5591.295909744438,0.02,12.0,67096.0
STH505205,TF115460,Silver,3,5591.121932074607,0.02,12.0,67093.0
STH506476,TF119240,Bronze,2,5590.874530452862,0.02,12.0,67090.0
STH501563,TF104569,Gold,7,5590.718959530117,0.02,12.0,67089.0
STH502864,TF108326,Silver,7,5590.749747506347,0.02,12.0,67089.0
STH506185,TF118337,Silver,9,5590.7231129514785,0.02,12.0,67089.0
STH501356,TF103968,Gold,8,5590.512543693501,0.02,12.0,67086.0
STH500643,TF101810,Silver,4,5590.392985058515,0.02,12.0,67085.0
STH507525,TF122201,Gold,3,5590.409145126957,0.02,12.0,67085.0
STH506456,TF119170,Gold,2,5590.327515412484,0.02,12.0,67084.0
STH505516,TF116423,Bronze,8,5590.320956586492,0.02,12.0,67084.0
STH504144,TF112143,Bronze,4,5590.316658548908,0.02,12.0,67084.0
STH502264,TF106583,Bronze,8,5590.320956586492,0.02,12.0,67084.0
STH504035,TF111836,Bronze,5,5590.197036118633,0.02,12.0,67082.0
STH501775,TF105201,Bronze,8,5590.114047547056,0.02,12.0,67081.0
STH507461,TF122003,Bronze,8,5590.114047547056,0.02,12.0,67081.0
STH505740,TF117107,Silver,7,5589.967144648333,0.02,12.0,67080.0
STH506506,TF119338,Silver,8,5590.020800490255,0.02,12.0,67080.0
STH506368,TF118928,Silver,4,5589.953234039105,0.02,12.0,67079.0
STH508357,TF124546,Gold,7,5589.8133692503125,0.02,12.0,67078.0
STH503626,TF110598,Silver,8,5589.750623037253,0.02,12.0,67077.0
STH503777,TF111042,Gold,8,5589.67138547062,0.02,12.0,67076.0
STH501071,TF103130,Gold,8,5589.67138547062,0.02,12.0,67076.0
STH508256,TF124254,Silver,9,5589.291853474164,0.02,12.0,67072.0
STH504795,TF114165,Silver,5,5589.224287023013,0.02,12.0,67071.0
STH500966,TF102835,Gold,6,5589.075586076277,0.02,12.0,67069.0
STH506052,TF118013,Bronze,5,5589.116326306624,0.02,12.0,67069.0
STH503451,TF110091,Silver,3,5588.948255188211,0.02,12.0,67067.0
STH504235,TF112407,Bronze,6,5588.8587645167245,0.02,12.0,67066.0
STH508020,TF123590,Gold,6,5588.734729483694,0.02,12.0,67065.0
STH506734,TF119960,Bronze,5,5588.687689404586,0.02,12.0,67064.0
STH507348,TF121699,Silver,2,5588.697951008774,0.02,12.0,67064.0
STH502432,TF107096,Bronze,9,5588.678876764343,0.02,12.0,67064.0
STH502054,TF106020,Bronze,8,5588.38012168007,0.02,12.0,67061.0
STH507573,TF122332,Gold,7,5588.275959920604,0.02,12.0,67059.0
STH503065,TF108919,Gold,7,5588.275959920604,0.02,12.0,67059.0
STH504268,TF112515,Gold,4,5588.176929768098,0.02,12.0,67058.0
STH502050,TF106013,Silver,7,5588.099838857398,0.02,12.0,67057.0
STH504544,TF113365,Bronze,8,5588.0101950703565,0.02,12.0,67056.0
STH502412,TF107029,Bronze,2,5587.967555028738,0.02,12.0,67056.0
STH507755,TF122802,Silver,2,5587.797928880544,0.02,12.0,67054.0
STH501464,TF104267,Bronze,9,5587.82160296027,0.02,12.0,67054.0
STH500679,TF101917,Silver,7,5587.766392990829,0.02,12.0,67053.0
STH503553,TF110398,Gold,8,5587.547012904512,0.02,12.0,67051.0
STH501940,TF105692,Silver,8,5587.477196994147,0.02,12.0,67050.0
STH500787,TF102284,Bronze,7,5587.229795372403,0.02,12.0,67047.0
STH507835,TF123030,Silver,5,5587.120434546315,0.02,12.0,67045.0
STH502561,TF107440,Silver,7,5587.060169224209,0.02,12.0,67045.0
STH505657,TF116896,Bronze,4,5586.944376269871,0.02,12.0,67043.0
STH507328,TF121635,Bronze,2,5586.709573823622,0.02,12.0,67041.0
STH504773,TF114109,Gold,4,5586.773222686741,0.02,12.0,67041.0
STH504749,TF114005,Gold,6,5586.681606315235,0.02,12.0,67040.0
STH503719,TF110860,Gold,3,5586.4744676024675,0.02,12.0,67038.0
STH504345,TF112753,Silver,5,5586.511109960497,0.02,12.0,67038.0
STH503000,TF108719,Silver,9,5586.515407998081,0.02,12.0,67038.0
STH501839,TF105386,Silver,8,5586.331222208117,0.02,12.0,67036.0
STH507983,TF123451,Silver,4,5586.250184293522,0.02,12.0,67035.0
STH505319,TF115811,Silver,7,5586.205325136705,0.02,12.0,67034.0
STH503918,TF111458,Bronze,6,5586.145587454209,0.02,12.0,67034.0
STH506920,TF120473,Gold,9,5586.08380977398,0.02,12.0,67033.0
STH506832,TF120250,Gold,5,5586.044275670649,0.02,12.0,67033.0
STH507364,TF121754,Gold,9,5586.035463030405,0.02,12.0,67032.0
STH505344,TF115899,Silver,4,5585.825328411076,0.02,12.0,67030.0
STH506954,TF120560,Gold,7,5585.6374538041455,0.02,12.0,67028.0
STH507327,TF121634,Bronze,2,5585.571864493492,0.02,12.0,67027.0
STH506260,TF118591,Silver,9,5585.6022751920245,0.02,12.0,67027.0
STH507089,TF120964,Gold,7,5585.499514444521,0.02,12.0,67026.0
STH500640,TF101801,Bronze,7,5585.416640438117,0.02,12.0,67025.0
STH500494,TF101422,Gold,6,5585.315328654558,0.02,12.0,67024.0
STH504967,TF114736,Silver,8,5585.303520107752,0.02,12.0,67024.0
STH503198,TF109301,Gold,2,5585.3241412948,0.02,12.0,67024.0
STH504805,TF114191,Gold,7,5585.292605405086,0.02,12.0,67024.0
STH505383,TF116012,Gold,9,5585.22488629984,0.02,12.0,67023.0
STH502391,TF106957,Bronze,9,5585.257194902934,0.02,12.0,67023.0
STH506554,TF119459,Gold,8,5585.223712283051,0.02,12.0,67023.0
STH506409,TF119035,Bronze,3,5584.8429174774,0.02,12.0,67018.0
STH506575,TF119519,Silver,9,5584.747431104521,0.02,12.0,67017.0
STH505122,TF115194,Silver,6,5584.670861550798,0.02,12.0,67016.0
STH505798,TF117257,Gold,5,5584.646646960571,0.02,12.0,67016.0
STH500051,TF100165,Silver,3,5584.596721713645,0.02,12.0,67015.0
STH501738,TF105084,Gold,9,5584.274462392312,0.02,12.0,67011.0
STH503541,TF110363,Gold,6,5584.281138429829,0.02,12.0,67011.0
STH505097,TF115123,Gold,3,5584.080487841424,0.02,12.0,67009.0
STH505111,TF115158,Bronze,8,5584.028588205503,0.02,12.0,67008.0
STH503056,TF108897,Bronze,2,5583.880308531195,0.02,12.0,67007.0
STH503016,TF108758,Gold,5,5582.926020981146,0.02,12.0,66995.0
STH503054,TF108889,Silver,5,5582.702401633941,0.02,12.0,66992.0
STH504323,TF112677,Gold,7,5582.57942834257,0.02,12.0,66991.0
STH505320,TF115814,Silver,2,5582.495262921174,0.02,12.0,66990.0
STH508182,TF124063,Silver,9,5581.661042985838,0.02,12.0,66980.0
STH506900,TF120424,Gold,6,5581.37409644837,0.02,12.0,66976.0
STH508022,TF123596,Gold,7,5581.164699777056,0.02,12.0,66974.0
STH500920,TF102680,Gold,2,5580.590900258562,0.02,12.0,66967.0
STH501979,TF105809,Gold,6,5579.499667032105,0.02,12.0,66954.0
STH503991,TF111699,Silver,8,5579.0504324462345,0.02,12.0,66949.0
STH502802,TF108147,Silver,9,5578.502413637668,0.02,12.0,66942.0
STH502711,TF107876,Silver,8,5575.383322922587,0.02,12.0,66905.0
STH500216,TF100590,Gold,5,5527.435074510136,0.02,12.0,66329.0
STH507878,TF123162,Bronze,3,5523.803259756001,0.02,12.0,66286.0
STH507953,TF123380,Bronze,3,5523.803259756001,0.02,12.0,66286.0
STH507476,TF122060,Bronze,3,5523.803259756001,0.02,12.0,66286.0
STH505352,TF115917,Bronze,3,5523.803259756001,0.026000000000000002,12.0,66286.0
STH502570,TF107470,Platinum,5,5523.232546534011,0.02,12.0,66279.0
STH503603,TF110533,Bronze,4,5522.785323342833,0.02,12.0,66273.0
STH503403,TF109930,Bronze,5,5522.345365723817,0.02,12.0,66268.0
STH500508,TF101453,Silver,2,5521.455605199775,0.053,12.0,66257.0
STH505288,TF115714,Bronze,7,5520.887471691633,0.02,12.0,66251.0
STH504604,TF113558,Silver,3,5520.726658183683,0.02,12.0,66249.0
STH503861,TF111277,Silver,3,5520.726658183683,0.02,12.0,66249.0
STH500361,TF101001,Platinum,6,5519.964269671236,0.02,12.0,66240.0
STH503848,TF111244,Platinum,4,5519.006524651265,0.02,12.0,66228.0
STH501570,TF104594,Platinum,2,5518.021419073936,0.02,12.0,66216.0
STH504072,TF111937,Platinum,5,5517.958950591768,0.02,12.0,66216.0
STH504952,TF114673,Platinum,6,5517.548630619081,0.02,12.0,66211.0
STH504086,TF111972,Bronze,2,5517.478776061905,0.02,12.0,66210.0
STH505154,TF115294,Platinum,6,5517.230003575677,0.02,12.0,66207.0
STH503502,TF110253,Silver,8,5517.081923103223,0.02,12.0,66205.0
STH505658,TF116898,Platinum,9,5516.925287141499,0.02,12.0,66203.0
STH505816,TF117300,Platinum,7,5516.841342894101,0.02,12.0,66202.0
STH508406,TF124703,Bronze,3,5516.8709752075965,0.02,12.0,66202.0
STH501302,TF103835,Silver,9,5516.352976087131,0.02,12.0,66196.0
STH506710,TF119900,Silver,9,5516.352976087131,0.024,12.0,66196.0
STH502663,TF107738,Silver,4,5516.211610809681,0.02,12.0,66195.0
STH505275,TF115678,Bronze,4,5516.142028191505,0.02,12.0,66194.0
STH505985,TF117819,Platinum,8,5516.191340473491,0.02,12.0,66194.0
STH500569,TF101603,Silver,7,5514.407996258679,0.02,12.0,66173.0
STH501615,TF104740,Bronze,3,5513.479503879452,0.02,12.0,66162.0
STH506479,TF119247,Silver,4,5513.065426619187,0.02,12.0,66157.0
STH500244,TF100655,Platinum,8,5512.865134119369,0.02,12.0,66154.0
STH507552,TF122278,Platinum,6,5512.56202751346,0.02,12.0,66151.0
STH501336,TF103924,Silver,9,5512.566875729221,0.02,12.0,66151.0
STH503651,TF110675,Bronze,9,5512.497293111045,0.02,12.0,66150.0
STH506844,TF120273,Silver,3,5512.418596054914,0.02,12.0,66149.0
STH501209,TF103566,Platinum,2,5512.324887495903,0.02,12.0,66148.0
STH502467,TF107210,Platinum,7,5512.090812792694,0.02,12.0,66145.0
STH503623,TF110593,Bronze,5,5512.021609847268,0.02,12.0,66144.0
STH501749,TF105126,Bronze,2,5511.0498215473735,0.02,12.0,66133.0
STH504317,TF112656,Bronze,6,5510.868327590531,0.02,12.0,66130.0
STH502833,TF108247,Platinum,5,5510.747371033443,0.02,12.0,66129.0
STH500009,TF100019,Silver,2,5510.707514082581,0.02,12.0,66128.0
STH503775,TF111028,Silver,3,5510.458761309118,0.02,12.0,66126.0
STH504442,TF113050,Bronze,3,5510.488651209239,0.02,12.0,66126.0
STH506495,TF119303,Bronze,3,5510.488651209239,0.02,12.0,66126.0
STH504538,TF113352,Silver,3,5510.402902307133,0.02,12.0,66125.0
STH504348,TF112760,Platinum,7,5509.659403610972,0.02,12.0,66116.0
STH506313,TF118745,Platinum,6,5509.409099431535,0.02,12.0,66113.0
STH504092,TF111986,Bronze,4,5509.359085535216,0.02,12.0,66112.0
STH504297,TF112597,Silver,4,5509.2496200503965,0.02,12.0,66111.0
STH500490,TF101413,Bronze,9,5509.1058217829,0.02,12.0,66109.0
STH503167,TF109225,Silver,6,5508.216061258858,0.02,12.0,66099.0
STH502669,TF107755,Silver,2,5508.140996653012,0.02,12.0,66098.0
STH502972,TF108617,Gold,4,5507.200167705299,0.02,12.0,66086.0
STH507652,TF122528,Bronze,5,5506.090808672441,0.02,12.0,66073.0
STH504326,TF112684,Bronze,6,5506.004248065769,0.02,12.0,66072.0
STH506578,TF119523,Silver,5,5505.954155604736,0.02,12.0,66071.0
STH508267,TF124279,Bronze,2,5505.862010668562,0.02,12.0,66070.0
STH505468,TF116277,Bronze,5,5505.729241466279,0.02,12.0,66069.0
STH507965,TF123411,Silver,5,5505.786378926779,0.02,12.0,66069.0
STH502956,TF108568,Silver,2,5505.373757476962,0.02,12.0,66064.0
STH507405,TF121869,Bronze,5,5505.23866719098,0.02,12.0,66063.0
STH502107,TF106181,Bronze,3,5505.13306365247,0.02,12.0,66062.0
STH505917,TF117618,Gold,6,5505.127247821052,0.02,12.0,66062.0
STH504746,TF113999,Silver,2,5505.2010481483985,0.02,12.0,66062.0
STH501394,TF104079,Bronze,3,5504.227473372665,0.02,12.0,66051.0
STH506508,TF119341,Bronze,3,5504.227473372665,0.02,12.0,66051.0
STH506210,TF118424,Bronze,8,5504.201505634525,0.02,12.0,66050.0
STH500745,TF102163,Bronze,5,5504.197700799763,0.02,12.0,66050.0
STH503699,TF110820,Bronze,8,5504.132535954713,0.02,12.0,66050.0
STH503313,TF109647,Gold,8,5504.0774706014945,0.02,12.0,66049.0
STH503571,TF110445,Bronze,8,5503.9039676241655,0.02,12.0,66047.0
STH507108,TF121020,Silver,8,5503.76731455646,0.02,12.0,66045.0
STH507271,TF121483,Bronze,3,5503.305089895019,0.02,12.0,66040.0
STH501975,TF105795,Bronze,2,5503.1488336060465,0.02,12.0,66038.0
STH501555,TF104543,Silver,4,5502.891012634754,0.02,12.0,66035.0
STH506724,TF119930,Gold,6,5502.891157250975,0.02,12.0,66035.0
STH505385,TF116019,Silver,2,5502.785409096244,0.02,12.0,66033.0
STH504913,TF114547,Bronze,5,5502.769579340481,0.02,12.0,66033.0
STH502804,TF108153,Gold,6,5502.7514210029,0.02,12.0,66033.0
STH502413,TF107030,Bronze,6,5502.62759556079,0.021,12.0,66032.0
STH503230,TF109395,Silver,6,5502.582798094391,0.02,12.0,66031.0
STH508455,TF124860,Bronze,4,5501.9611170268645,0.02,12.0,66024.0
STH501404,TF104103,Bronze,3,5501.955807928516,0.02,12.0,66023.0
STH505216,TF115488,Bronze,5,5501.847195862835,0.02,12.0,66022.0
STH500094,TF100277,Bronze,2,5501.825831470469,0.02,12.0,66022.0
STH508207,TF124125,Bronze,2,5501.825831470469,0.02,12.0,66022.0
STH504418,TF112990,Silver,3,5501.737835036747,0.02,12.0,66021.0
STH502280,TF106646,Gold,4,5501.566904540831,0.02,12.0,66019.0
STH501367,TF104008,Silver,4,5501.327515064059,0.02,12.0,66016.0
STH503893,TF111393,Silver,7,5501.365672654266,0.02,12.0,66016.0
STH501984,TF105829,Bronze,3,5501.096884454378,0.02,12.0,66013.0
STH505391,TF116033,Bronze,5,5500.96199255777,0.02,12.0,66012.0
STH504112,TF112051,Gold,7,5500.889204512947,0.02,12.0,66011.0
STH504742,TF113985,Bronze,9,5500.859985442513,0.02,12.0,66010.0
STH506972,TF120622,Gold,5,5500.713128842943,0.02,12.0,66009.0
STH505103,TF115137,Silver,8,5500.636725638174,0.02,12.0,66008.0
STH500110,TF100312,Bronze,6,5500.503222994681,0.02,12.0,66006.0
STH504835,TF114277,Bronze,9,5500.440754512513,0.02,12.0,66005.0
STH506205,TF118408,Bronze,2,5500.435656543531,0.02,12.0,66005.0
STH502975,TF108621,Silver,4,5500.421924784255,0.02,12.0,66005.0
STH503985,TF111673,Silver,2,5500.413088626312,0.02,12.0,66005.0
STH506839,TF120265,Gold,2,5500.333280801612,0.02,12.0,66004.0
STH504718,TF113909,Silver,9,5500.326987366302,0.02,12.0,66004.0
STH501953,TF105741,Silver,2,5500.3424094867305,0.02,12.0,66004.0
STH505925,TF117641,Silver,5,5500.279941004563,0.02,12.0,66003.0
STH503747,TF110955,Silver,3,5500.2284883227,0.02,12.0,66003.0
STH506721,TF119924,Gold,6,5499.984181826851,0.02,12.0,66000.0
STH502003,TF105878,Bronze,7,5499.84495511817,0.02,12.0,65998.0
STH505271,TF115666,Bronze,6,5499.720620136666,0.02,12.0,65997.0
STH505473,TF116299,Bronze,6,5499.720620136666,0.02,12.0,65997.0
STH508423,TF124758,Gold,7,5499.724911891615,0.02,12.0,65997.0
STH507717,TF122714,Bronze,7,5499.749385663236,0.02,12.0,65997.0
STH507059,TF120868,Bronze,3,5499.706709527439,0.02,12.0,65996.0
STH505079,TF115074,Gold,2,5499.299881378302,0.02,12.0,65992.0
STH500507,TF101451,Bronze,8,5499.045328962497,0.02,12.0,65989.0
STH505420,TF116137,Silver,6,5498.96403075207,0.02,12.0,65988.0
STH505696,TF117003,Silver,4,5498.955194594128,0.02,12.0,65987.0
STH500324,TF100902,Bronze,2,5498.874588689407,0.02,12.0,65986.0
STH507492,TF122105,Gold,4,5498.853727478316,0.02,12.0,65986.0
STH505558,TF116555,Bronze,5,5498.688566514665,0.02,12.0,65984.0
STH503561,TF110421,Bronze,2,5498.695242552182,0.02,12.0,65984.0
STH500436,TF101232,Silver,5,5498.226247578036,0.02,12.0,65979.0
STH502698,TF107844,Silver,5,5498.155568438455,0.02,12.0,65978.0
STH501746,TF105114,Gold,5,5498.146439753336,0.02,12.0,65978.0
STH501612,TF104735,Gold,2,5497.939301040568,0.02,12.0,65975.0
STH502677,TF107779,Gold,2,5497.598444447985,0.02,12.0,65971.0
STH506857,TF120304,Bronze,6,5497.519868479163,0.02,12.0,65970.0
STH503611,TF110552,Bronze,8,5497.452149373918,0.02,12.0,65969.0
STH508085,TF123787,Silver,9,5497.364152940195,0.02,12.0,65968.0
STH504381,TF112888,Silver,7,5497.312700258332,0.02,12.0,65968.0
STH501206,TF103563,Silver,9,5497.364152940195,0.02,12.0,65968.0
STH504767,TF114086,Gold,5,5497.219190182419,0.02,12.0,65967.0
STH506004,TF117873,Silver,6,5497.15644396936,0.02,12.0,65966.0
STH500804,TF102317,Silver,6,5497.15644396936,0.02,12.0,65966.0
STH504624,TF113617,Gold,3,5497.139674884895,0.02,12.0,65966.0
STH504275,TF112538,Bronze,6,5496.813644712543,0.02,12.0,65962.0
STH505169,TF115355,Gold,3,5496.869497431892,0.02,12.0,65962.0
STH500961,TF102827,Bronze,7,5496.790921463071,0.02,12.0,65961.0
STH503505,TF110267,Gold,7,5496.767490316634,0.02,12.0,65961.0
STH505421,TF116140,Bronze,5,5496.68774764113,0.02,12.0,65960.0
STH500997,TF102915,Silver,4,5496.561214833086,0.02,12.0,65959.0
STH503346,TF109744,Silver,8,5496.583753242241,0.02,12.0,65959.0
STH508325,TF124468,Bronze,2,5496.611178087407,0.02,12.0,65959.0
STH500760,TF102222,Bronze,8,5496.501725466388,0.02,12.0,65958.0
STH507035,TF120816,Bronze,5,5496.144963018556,0.02,12.0,65954.0
STH506209,TF118421,Bronze,3,5496.093510336694,0.02,12.0,65953.0
STH504654,TF113683,Bronze,9,5495.993081324944,0.02,12.0,65952.0
STH506708,TF119883,Silver,8,5495.968727390178,0.02,12.0,65952.0
STH503620,TF110586,Silver,3,5495.9238841885,0.02,12.0,65951.0
STH500534,TF101509,Silver,4,5495.901160939028,0.02,12.0,65951.0
STH504379,TF112885,Silver,8,5495.943837074826,0.02,12.0,65951.0
STH502190,TF106390,Silver,5,5495.832267816993,0.02,12.0,65950.0
STH507027,TF120781,Bronze,6,5495.785942612177,0.02,12.0,65949.0
STH505913,TF117605,Gold,4,5495.676471754362,0.02,12.0,65948.0
STH505538,TF116483,Gold,3,5495.546495296316,0.02,12.0,65947.0
STH507763,TF122816,Silver,5,5495.611964942346,0.02,12.0,65947.0
STH507149,TF121135,Bronze,9,5495.539936470323,0.02,12.0,65946.0
STH507637,TF122493,Gold,5,5495.411603399708,0.02,12.0,65945.0
STH503247,TF109446,Bronze,6,5495.416016002464,0.02,12.0,65945.0
STH504879,TF114445,Bronze,8,5495.355750680358,0.037000000000000005,12.0,65944.0
STH500017,TF100040,Silver,9,5495.2148900587335,0.02,12.0,65943.0
STH508329,TF124480,Silver,5,5495.172213922936,0.02,12.0,65942.0
STH507841,TF123048,Bronze,7,5495.056995596085,0.02,12.0,65941.0
STH501901,TF105592,Silver,6,5495.103320800901,0.02,12.0,65941.0
STH506353,TF118889,Silver,3,5495.066610384427,0.02,12.0,65941.0
STH500540,TF101529,Bronze,3,5495.059253554631,0.02,12.0,65941.0
STH502126,TF106225,Gold,8,5495.032349134143,0.02,12.0,65940.0
STH504508,TF113278,Gold,6,5494.952833836619,0.02,12.0,65939.0
STH503701,TF110824,Silver,3,5494.8896939637725,0.02,12.0,65939.0
STH504901,TF114499,Bronze,7,5494.687068986372,0.02,12.0,65936.0
STH502687,TF107813,Bronze,9,5494.626803664266,0.02,12.0,65936.0
STH507527,TF122207,Bronze,9,5494.626803664266,0.02,12.0,65936.0
STH502842,TF108266,Gold,3,5494.596071388786,0.02,12.0,65935.0
STH502308,TF106736,Silver,5,5494.4659901563155,0.02,12.0,65934.0
STH505184,TF115402,Silver,6,5494.443266906845,0.02,12.0,65933.0
STH503607,TF110539,Gold,9,5494.303402118051,0.02,12.0,65932.0
STH507506,TF122147,Silver,4,5494.16074694768,0.02,12.0,65930.0
STH502374,TF106915,Silver,4,5494.16074694768,0.02,12.0,65930.0
STH502479,TF107239,Bronze,5,5494.120909867225,0.02,12.0,65929.0
STH505023,TF114918,Silver,7,5493.921228930188,0.02,12.0,65927.0
STH500949,TF102762,Bronze,6,5493.81681873358,0.02,12.0,65926.0
STH504987,TF114791,Silver,4,5493.797308462329,0.02,12.0,65926.0
STH507788,TF122904,Bronze,9,5493.769529860193,0.02,12.0,65925.0
STH506631,TF119683,Silver,7,5493.714319890752,0.02,12.0,65925.0
STH506079,TF118093,Silver,6,5493.737043140224,0.02,12.0,65925.0
STH504770,TF114098,Silver,5,5493.611146068812,0.02,12.0,65923.0
STH508339,TF124501,Silver,2,5493.534576515089,0.02,12.0,65922.0
STH504386,TF112900,Silver,5,5493.438288055951,0.02,12.0,65921.0
STH500645,TF101812,Gold,4,5493.427373353285,0.02,12.0,65921.0
STH502069,TF106056,Gold,8,5493.224762351432,0.02,12.0,65919.0
STH507861,TF123108,Silver,5,5493.068361446238,0.02,12.0,65917.0
STH505237,TF115561,Silver,3,5492.805629498997,0.02,12.0,65914.0
STH501346,TF103940,Gold,9,5492.836671927925,0.02,12.0,65914.0
STH500817,TF102357,Bronze,6,5492.872412506355,0.02,12.0,65914.0
STH508049,TF123676,Silver,3,5492.805629498997,0.02,12.0,65914.0
STH505965,TF117768,Gold,6,5492.666962635836,0.02,12.0,65912.0
STH501878,TF105533,Silver,6,5492.339414430146,0.02,12.0,65908.0
STH508119,TF123866,Gold,5,5491.992202570572,0.02,12.0,65904.0
