sth_account_id,fan_id,churn_risk_score,reason_codes,prior_season_renewal_status
STH507244,TF121401,0.1,no dominant single factor,renewed
STH501133,TF103304,1.2,"few emails received, low spend per game",renewed
STH507150,TF121140,0.4,low email engagement,renewed
STH507061,TF120873,0.3,no dominant single factor,renewed
STH505239,TF115572,52.6,"low game attendance, long gap since last game attended",not_renewed
STH507363,TF121753,0.2,low spend per game,renewed
STH506792,TF120131,0.5,few emails received,renewed
STH503146,TF109135,0.3,low spend per game,renewed
STH500437,TF101234,0.4,tenure,renewed
STH507681,TF122628,0.1,tenure,renewed
STH502481,TF107246,0.6,no dominant single factor,renewed
STH500614,TF101734,0.3,tenure,renewed
STH505382,TF116011,0.1,no dominant single factor,renewed
STH506330,TF118798,0.2,low email engagement,renewed
STH506039,TF117977,0.1,no dominant single factor,renewed
STH505830,TF117337,0.2,"tenure, few emails received",renewed
STH507324,TF121629,0.1,low spend per game,renewed
STH500592,TF101673,0.1,no dominant single factor,renewed
STH503173,TF109237,95.7,"low total spend, low game attendance",not_renewed
STH504675,TF113747,12.4,"low total spend, tenure",renewed
STH502773,TF108053,0.1,no dominant single factor,renewed
STH503243,TF109433,0.1,no dominant single factor,renewed
STH506964,TF120590,0.1,tenure,renewed
STH508109,TF123845,0.1,"tenure, low spend per game",renewed
STH503074,TF108942,0.1,no dominant single factor,renewed
STH502527,TF107360,7.8,"long gap since last game attended, low game attendance",renewed
STH500198,TF100523,0.1,tenure,renewed
STH502726,TF107908,1.1,few emails received,renewed
STH505623,TF116785,1.7,no dominant single factor,renewed
STH507443,TF121964,8.7,"low email engagement, low spend per game",renewed
STH508305,TF124407,1.9,low email engagement,renewed
STH505681,TF116965,0.1,no dominant single factor,renewed
STH502522,TF107342,0.1,"few emails received, low email engagement",renewed
STH506071,TF118080,0.7,"tenure, low email engagement",renewed
STH505993,TF117844,2.7,low game attendance,renewed
STH502341,TF106841,0.1,tenure,renewed
STH506394,TF118998,54.1,"low total spend, long gap since last game attended",not_renewed
STH501659,TF104856,2.3,low game attendance,renewed
STH508091,TF123807,0.5,"tenure, few emails received",renewed
STH500514,TF101465,1.0,"low spend per game, low email engagement",renewed
STH503850,TF111247,0.1,tenure,renewed
STH502003,TF105878,0.3,"low email engagement, tenure",renewed
STH507931,TF123320,0.2,low email engagement,renewed
STH506528,TF119387,0.2,"low email engagement, tenure",renewed
STH507229,TF121369,0.1,tenure,renewed
STH507339,TF121675,0.2,low email engagement,renewed
STH503246,TF109445,0.1,no dominant single factor,renewed
STH503621,TF110591,0.1,no dominant single factor,renewed
STH502703,TF107853,10.9,"low total spend, low email engagement",renewed
STH502230,TF106493,2.0,long gap since last game attended,renewed
STH501714,TF105015,0.1,tenure,renewed
STH500306,TF100847,0.1,low email engagement,renewed
STH500312,TF100863,0.2,low spend per game,renewed
STH508222,TF124155,0.1,no dominant single factor,renewed
STH507742,TF122776,0.1,no dominant single factor,renewed
STH506299,TF118698,0.1,no dominant single factor,renewed
STH504498,TF113247,0.1,low spend per game,renewed
STH501431,TF104183,0.2,low spend per game,renewed
STH503818,TF111161,0.4,low email engagement,renewed
STH501920,TF105640,0.1,no dominant single factor,renewed
STH506510,TF119344,0.9,no dominant single factor,renewed
STH507221,TF121347,3.3,"low spend per game, few emails received",renewed
STH503195,TF109291,0.1,no dominant single factor,renewed
STH504912,TF114539,0.0,no dominant single factor,renewed
STH500130,TF100358,0.2,"few emails received, low email engagement",renewed
STH504173,TF112225,0.1,no dominant single factor,renewed
STH500382,TF101072,0.2,no dominant single factor,renewed
STH508494,TF124979,0.1,tenure,renewed
STH507388,TF121821,0.1,no dominant single factor,renewed
STH508074,TF123763,11.5,low total spend,renewed
STH503826,TF111189,0.1,no dominant single factor,renewed
STH503483,TF110181,0.2,no dominant single factor,renewed
STH507446,TF121969,0.1,"low spend per game, low email engagement",renewed
STH506990,TF120663,2.1,"few emails received, low email engagement",renewed
STH501027,TF103016,0.3,"long gap since last game attended, low spend per game",renewed
STH502066,TF106049,0.1,low spend per game,renewed
STH505983,TF117817,95.8,"low total spend, low game attendance",not_renewed
STH504127,TF112083,0.9,few emails received,renewed
STH501681,TF104922,0.1,long gap since last game attended,renewed
STH503038,TF108831,0.7,"low spend per game, tenure",renewed
STH500015,TF100034,21.0,"low game attendance, low total spend",renewed
STH503318,TF109661,0.1,few emails received,renewed
STH504236,TF112412,92.6,"low total spend, low game attendance",not_renewed
STH501590,TF104650,0.1,tenure,renewed
STH507965,TF123411,0.1,tenure,renewed
STH500366,TF101021,0.0,no dominant single factor,renewed
STH504958,TF114695,0.7,"few emails received, low email engagement",renewed
STH500263,TF100724,0.0,no dominant single factor,renewed
STH504213,TF112336,0.3,low email engagement,renewed
STH506136,TF118199,0.5,low email engagement,renewed
STH505708,TF117025,10.7,"long gap since last game attended, few emails received",renewed
STH502278,TF106633,0.1,tenure,renewed
STH503848,TF111244,0.1,no dominant single factor,renewed
STH505843,TF117375,0.1,low spend per game,renewed
STH507375,TF121773,5.2,low email engagement,renewed
STH500191,TF100509,0.1,no dominant single factor,renewed
STH502299,TF106703,0.1,low spend per game,renewed
STH500439,TF101243,0.1,no dominant single factor,renewed
STH508105,TF123834,41.9,"low game attendance, low total spend",renewed
STH507804,TF122943,0.1,no dominant single factor,renewed
STH503825,TF111182,0.1,no dominant single factor,renewed
STH503105,TF109031,0.1,low spend per game,renewed
STH505865,TF117439,76.6,"low total spend, low game attendance",not_renewed
STH505840,TF117368,0.4,low email engagement,renewed
STH502604,TF107572,77.1,"low email engagement, low game attendance",not_renewed
STH505596,TF116675,0.1,no dominant single factor,renewed
STH507923,TF123305,0.5,low spend per game,renewed
STH507180,TF121232,0.4,no dominant single factor,renewed
STH507029,TF120786,0.1,long gap since last game attended,renewed
STH506928,TF120490,0.1,no dominant single factor,renewed
STH505702,TF117012,0.1,no dominant single factor,renewed
STH506235,TF118507,0.1,no dominant single factor,renewed
STH502510,TF107323,0.1,"low email engagement, tenure",renewed
STH507103,TF121006,0.1,few emails received,renewed
STH506025,TF117949,0.7,tenure,renewed
STH502503,TF107303,0.1,low spend per game,renewed
STH500077,TF100239,0.2,low email engagement,renewed
STH501942,TF105697,0.3,low email engagement,renewed
STH506187,TF118340,6.6,low email engagement,renewed
STH503442,TF110065,4.6,low email engagement,renewed
STH502111,TF106189,0.2,low spend per game,renewed
STH501587,TF104640,0.1,no dominant single factor,renewed
STH505285,TF115708,0.2,no dominant single factor,renewed
STH505655,TF116886,0.3,low email engagement,renewed
STH507356,TF121721,13.5,low game attendance,renewed
STH506770,TF120059,0.1,few emails received,renewed
STH501362,TF103986,0.0,no dominant single factor,renewed
STH500699,TF102004,0.4,few emails received,renewed
STH505414,TF116123,0.8,"low spend per game, low email engagement",renewed
STH501514,TF104416,0.6,"low email engagement, low spend per game",renewed
STH502056,TF106024,0.3,"low email engagement, tenure",renewed
STH506124,TF118179,0.4,"low spend per game, few emails received",renewed
STH501817,TF105316,0.1,few emails received,renewed
STH504899,TF114493,0.4,"tenure, low spend per game",renewed
STH502543,TF107393,0.3,"few emails received, low email engagement",renewed
STH506693,TF119840,0.1,no dominant single factor,renewed
STH503758,TF110976,0.1,long gap since last game attended,renewed
STH506811,TF120192,0.1,no dominant single factor,renewed
STH505465,TF116274,96.1,"low total spend, low game attendance",not_renewed
STH503000,TF108719,0.2,long gap since last game attended,renewed
STH506714,TF119908,0.2,no dominant single factor,renewed
STH502324,TF106787,0.1,no dominant single factor,renewed
STH501394,TF104079,0.1,no dominant single factor,renewed
STH502821,TF108205,0.1,tenure,renewed
STH506372,TF118943,0.8,"tenure, long gap since last game attended",renewed
STH502947,TF108538,0.1,no dominant single factor,renewed
STH503142,TF109126,2.5,tenure,renewed
STH502401,TF106988,0.5,tenure,renewed
STH506049,TF118000,0.1,no dominant single factor,renewed
STH507109,TF121021,0.2,tenure,renewed
STH507929,TF123315,0.1,long gap since last game attended,renewed
STH505949,TF117706,0.7,few emails received,renewed
STH505823,TF117314,0.1,no dominant single factor,renewed
STH503217,TF109360,0.3,low spend per game,renewed
STH506252,TF118568,0.1,no dominant single factor,renewed
STH505105,TF115141,0.2,low email engagement,renewed
STH503689,TF110782,0.1,no dominant single factor,renewed
STH503174,TF109238,2.4,no dominant single factor,renewed
STH506918,TF120466,0.2,tenure,renewed
STH504049,TF111879,0.3,few emails received,renewed
STH503901,TF111418,34.3,"low game attendance, low total spend",not_renewed
STH505092,TF115102,0.1,tenure,renewed
STH501187,TF103494,87.4,"low total spend, low game attendance",not_renewed
STH503574,TF110449,0.0,no dominant single factor,renewed
STH503533,TF110345,0.1,tenure,renewed
STH501841,TF105395,7.2,"low spend per game, few emails received",renewed
STH506875,TF120361,0.2,low spend per game,renewed
STH506927,TF120487,0.1,no dominant single factor,renewed
STH501559,TF104559,0.1,tenure,renewed
STH505076,TF115061,0.2,tenure,renewed
STH500389,TF101088,0.0,no dominant single factor,renewed
STH504059,TF111902,0.3,"low email engagement, tenure",renewed
STH506118,TF118166,0.8,low email engagement,renewed
STH504529,TF113324,0.1,long gap since last game attended,renewed
STH504101,TF112012,0.2,"tenure, low spend per game",renewed
STH507719,TF122717,0.2,low spend per game,renewed
STH503267,TF109506,4.7,low email engagement,renewed
STH501485,TF104339,0.5,"few emails received, tenure",renewed
STH505810,TF117288,0.1,"few emails received, low email engagement",renewed
STH500081,TF100248,29.4,"low total spend, long gap since last game attended",renewed
STH508418,TF124753,1.8,low spend per game,renewed
STH508194,TF124093,0.9,tenure,renewed
STH502196,TF106401,0.1,tenure,renewed
STH501702,TF104988,0.2,"few emails received, tenure",renewed
STH505037,TF114948,77.6,"low total spend, low game attendance",not_renewed
STH507314,TF121602,0.1,"few emails received, low email engagement",renewed
STH508485,TF124952,94.7,"low total spend, low game attendance",not_renewed
STH503210,TF109346,0.3,low spend per game,renewed
STH506311,TF118742,0.1,"tenure, low spend per game",renewed
STH501554,TF104538,0.1,tenure,renewed
STH502671,TF107760,0.7,no dominant single factor,renewed
STH504781,TF114124,0.1,tenure,renewed
STH505951,TF117709,0.1,no dominant single factor,renewed
STH501123,TF103281,0.1,tenure,renewed
STH504947,TF114658,26.6,"low total spend, low game attendance",renewed
STH502870,TF108339,0.1,no dominant single factor,renewed
STH505032,TF114942,0.1,tenure,renewed
STH507621,TF122448,0.1,tenure,renewed
STH504719,TF113911,0.1,low email engagement,renewed
STH507664,TF122576,0.4,no dominant single factor,renewed
STH508075,TF123764,0.3,"low spend per game, tenure",renewed
STH502809,TF108168,0.1,no dominant single factor,renewed
STH506873,TF120355,2.4,low spend per game,renewed
STH506901,TF120425,0.1,low email engagement,renewed
STH506991,TF120670,2.3,"low email engagement, few emails received",renewed
STH504549,TF113375,0.1,no dominant single factor,renewed
STH506212,TF118438,0.1,no dominant single factor,renewed
STH501488,TF104346,2.0,tenure,renewed
STH507192,TF121278,0.1,no dominant single factor,renewed
STH508022,TF123596,0.1,no dominant single factor,renewed
STH501859,TF105469,4.4,"few emails received, low game attendance",renewed
STH504342,TF112743,0.1,low email engagement,renewed
STH508408,TF124710,0.1,tenure,renewed
STH500221,TF100609,0.1,tenure,renewed
STH508014,TF123579,1.6,low game attendance,renewed
STH501002,TF102949,0.1,low email engagement,renewed
STH507091,TF120969,0.1,low email engagement,renewed
STH506607,TF119598,0.1,tenure,renewed
STH500786,TF102283,0.2,low spend per game,renewed
STH501445,TF104229,1.0,"tenure, low email engagement",renewed
STH508449,TF124841,1.6,few emails received,renewed
STH506936,TF120507,0.1,no dominant single factor,renewed
STH501896,TF105574,87.8,"low total spend, low game attendance",not_renewed
STH507089,TF120964,0.1,"low email engagement, few emails received",renewed
STH502213,TF106439,0.2,tenure,renewed
STH500329,TF100918,0.1,low spend per game,renewed
STH507748,TF122786,2.8,low spend per game,renewed
STH501980,TF105812,1.4,few emails received,renewed
STH505233,TF115551,27.2,"low game attendance, low total spend",renewed
STH503594,TF110504,1.3,low game attendance,renewed
STH503470,TF110151,0.1,tenure,renewed
STH507793,TF122916,3.6,low game attendance,renewed
STH503649,TF110671,0.1,low email engagement,renewed
STH504412,TF112980,0.6,"tenure, low spend per game",renewed
STH505350,TF115912,0.2,"low spend per game, tenure",renewed
STH505915,TF117614,7.9,"tenure, long gap since last game attended",renewed
STH501936,TF105681,0.2,low email engagement,renewed
STH505457,TF116254,4.4,low email engagement,renewed
STH501230,TF103622,0.1,few emails received,renewed
STH500707,TF102035,0.8,low email engagement,renewed
STH501078,TF103154,0.1,no dominant single factor,renewed
STH502134,TF106247,0.1,low spend per game,renewed
STH501216,TF103593,0.1,low spend per game,renewed
STH500617,TF101741,1.5,"low spend per game, low email engagement",renewed
STH506570,TF119502,1.3,no dominant single factor,renewed
STH501068,TF103123,83.9,"low total spend, low game attendance",not_renewed
STH506837,TF120259,0.1,no dominant single factor,renewed
STH503269,TF109510,0.1,no dominant single factor,renewed
STH503937,TF111513,0.3,no dominant single factor,renewed
STH504509,TF113279,0.1,no dominant single factor,renewed
STH507644,TF122509,0.6,no dominant single factor,renewed
STH500031,TF100083,78.0,"low game attendance, low total spend",not_renewed
STH502976,TF108625,0.1,few emails received,renewed
STH502774,TF108054,0.7,"few emails received, low spend per game",renewed
STH506239,TF118520,34.7,"low total spend, low game attendance",renewed
STH504375,TF112871,0.1,tenure,renewed
STH506370,TF118935,0.1,no dominant single factor,renewed
STH500738,TF102138,0.1,tenure,renewed
STH506989,TF120661,0.5,"low spend per game, low email engagement",renewed
STH501030,TF103025,0.1,low email engagement,renewed
STH503852,TF111251,0.2,"few emails received, low spend per game",renewed
STH504709,TF113863,1.8,"low spend per game, few emails received",renewed
STH501022,TF103002,92.6,"low total spend, low game attendance",not_renewed
STH501613,TF104737,0.1,tenure,renewed
STH501701,TF104986,0.1,few emails received,renewed
STH505597,TF116680,0.8,"low spend per game, low game attendance",renewed
STH506672,TF119797,21.5,"low game attendance, low total spend",renewed
STH502944,TF108529,0.1,"low spend per game, tenure",renewed
STH503921,TF111474,21.9,"low total spend, low game attendance",renewed
STH506038,TF117976,0.1,low spend per game,renewed
STH503279,TF109549,25.4,"long gap since last game attended, low total spend",renewed
STH507196,TF121287,0.1,tenure,renewed
STH504159,TF112184,12.4,"low email engagement, low game attendance",not_renewed
STH506947,TF120544,6.8,low game attendance,renewed
STH506326,TF118790,37.9,"low game attendance, low total spend",renewed
STH507437,TF121944,0.5,"low email engagement, low spend per game",renewed
STH505109,TF115156,17.3,"low total spend, low game attendance",renewed
STH505227,TF115520,0.1,no dominant single factor,renewed
STH505074,TF115053,0.5,no dominant single factor,renewed
STH502265,TF106584,0.0,tenure,renewed
STH508445,TF124826,0.1,no dominant single factor,renewed
STH503250,TF109451,0.1,no dominant single factor,renewed
STH503182,TF109264,0.0,no dominant single factor,renewed
STH500176,TF100480,5.6,low total spend,renewed
STH501750,TF105127,0.1,no dominant single factor,renewed
STH504382,TF112893,0.1,"low email engagement, few emails received",renewed
STH501576,TF104615,0.3,"low spend per game, tenure",renewed
STH505920,TF117629,0.1,few emails received,renewed
STH502297,TF106699,0.4,tenure,renewed
STH508070,TF123739,3.0,"few emails received, low spend per game",renewed
STH501712,TF105011,0.1,no dominant single factor,renewed
STH502028,TF105946,0.1,no dominant single factor,renewed
STH503045,TF108858,0.1,low spend per game,renewed
STH507099,TF120997,7.3,"low total spend, low email engagement",renewed
STH506058,TF118036,0.4,no dominant single factor,renewed
STH506396,TF119007,0.2,"low spend per game, few emails received",renewed
STH502327,TF106793,0.2,low spend per game,renewed
STH504948,TF114664,0.1,low spend per game,renewed
STH506460,TF119193,2.0,"long gap since last game attended, low email engagement",renewed
STH502757,TF108004,0.2,"tenure, low spend per game",renewed
STH507580,TF122346,0.1,few emails received,renewed
STH500208,TF100564,0.2,no dominant single factor,renewed
STH501179,TF103460,0.1,tenure,renewed
STH505591,TF116660,0.8,"low email engagement, low spend per game",renewed
STH505368,TF115957,2.9,no dominant single factor,renewed
STH504384,TF112895,0.2,no dominant single factor,renewed
STH501383,TF104048,0.1,few emails received,renewed
STH508050,TF123679,0.3,"low spend per game, few emails received",renewed
STH507867,TF123125,0.1,tenure,renewed
STH507119,TF121049,2.6,"low game attendance, low total spend",renewed
STH504765,TF114080,96.5,"low total spend, low game attendance",not_renewed
STH503620,TF110586,0.1,low email engagement,renewed
STH508267,TF124279,0.1,no dominant single factor,renewed
STH500840,TF102445,0.1,few emails received,renewed
STH504783,TF114128,0.1,no dominant single factor,renewed
STH507435,TF121940,0.1,few emails received,renewed
STH503417,TF109987,0.0,no dominant single factor,renewed
STH503654,TF110682,1.6,"tenure, low email engagement",renewed
STH504055,TF111897,3.2,"tenure, low spend per game",renewed
STH500521,TF101481,0.4,low spend per game,renewed
STH501127,TF103288,0.0,low spend per game,renewed
STH505249,TF115602,0.1,tenure,renewed
STH506781,TF120094,0.1,tenure,renewed
STH505417,TF116132,0.1,low spend per game,renewed
STH507365,TF121756,98.7,"low total spend, low game attendance",not_renewed
STH504713,TF113880,0.3,low spend per game,renewed
STH502221,TF106474,0.1,low spend per game,renewed
STH504932,TF114612,98.9,"low total spend, low game attendance",not_renewed
STH504721,TF113921,15.4,"low total spend, tenure",renewed
STH503977,TF111648,0.3,low spend per game,renewed
STH501008,TF102969,0.2,tenure,renewed
STH508323,TF124458,3.0,low email engagement,renewed
STH502547,TF107406,0.3,low spend per game,renewed
STH502338,TF106832,0.1,tenure,renewed
STH507242,TF121398,0.5,tenure,renewed
STH508429,TF124777,6.9,"low email engagement, few emails received",renewed
STH507496,TF122118,1.6,no dominant single factor,renewed
STH500008,TF100015,1.3,low email engagement,renewed
STH502534,TF107374,0.6,no dominant single factor,renewed
STH504446,TF113069,0.3,low email engagement,renewed
STH505814,TF117294,0.1,few emails received,renewed
STH501766,TF105175,2.6,low email engagement,renewed
STH505080,TF115075,0.2,"tenure, low spend per game",renewed
STH504168,TF112208,0.6,tenure,renewed
STH507418,TF121894,91.3,"low total spend, low game attendance",not_renewed
STH508444,TF124824,7.9,low game attendance,renewed
STH504109,TF112044,0.4,few emails received,renewed
STH500634,TF101791,0.1,tenure,renewed
STH507480,TF122082,0.1,no dominant single factor,renewed
STH507271,TF121483,0.1,no dominant single factor,renewed
STH506762,TF120046,0.1,low spend per game,renewed
STH507434,TF121938,47.6,"low total spend, low game attendance",renewed
STH502818,TF108200,2.2,low email engagement,renewed
STH508043,TF123669,0.1,few emails received,renewed
STH508474,TF124919,0.1,tenure,renewed
STH507694,TF122660,14.4,low game attendance,renewed
STH503291,TF109581,0.1,no dominant single factor,renewed
STH503001,TF108721,0.6,no dominant single factor,renewed
STH505927,TF117644,0.1,few emails received,renewed
STH507012,TF120728,0.1,"tenure, few emails received",renewed
STH503705,TF110835,0.1,no dominant single factor,renewed
STH501534,TF104497,0.4,"low email engagement, low spend per game",renewed
STH507423,TF121914,0.1,low spend per game,renewed
STH505632,TF116815,0.2,tenure,renewed
STH506385,TF118979,0.1,no dominant single factor,renewed
STH507142,TF121111,0.1,"tenure, low email engagement",renewed
STH500480,TF101386,0.1,tenure,renewed
STH507713,TF122705,1.8,long gap since last game attended,renewed
STH507243,TF121399,0.1,no dominant single factor,renewed
STH504432,TF113032,0.1,"low spend per game, low email engagement",renewed
STH500275,TF100750,98.6,"low total spend, low game attendance",not_renewed
STH503958,TF111591,0.1,low spend per game,renewed
STH500410,TF101136,14.6,"low total spend, low game attendance",not_renewed
STH500318,TF100884,0.2,tenure,renewed
STH508189,TF124075,0.1,no dominant single factor,renewed
STH504335,TF112716,0.2,"low spend per game, low email engagement",renewed
STH504246,TF112469,0.3,low spend per game,renewed
STH502105,TF106167,5.5,low game attendance,renewed
STH505565,TF116581,0.1,tenure,renewed
STH500753,TF102182,94.4,"low total spend, low game attendance",not_renewed
STH506635,TF119695,0.1,tenure,renewed
STH508372,TF124583,0.1,tenure,renewed
STH502250,TF106549,0.7,"few emails received, tenure",renewed
STH500664,TF101876,22.1,"low game attendance, low total spend",renewed
STH500656,TF101846,0.1,no dominant single factor,renewed
STH507267,TF121463,0.0,few emails received,renewed
STH504250,TF112479,0.1,no dominant single factor,renewed
STH502859,TF108314,0.5,"tenure, low spend per game",renewed
STH503015,TF108755,0.2,"few emails received, tenure",renewed
STH506573,TF119512,0.1,low spend per game,renewed
STH501477,TF104308,0.2,few emails received,renewed
STH508098,TF123821,54.1,"low total spend, low game attendance",not_renewed
STH500510,TF101456,0.1,tenure,renewed
STH500911,TF102654,0.2,tenure,renewed
STH500186,TF100498,0.2,few emails received,renewed
STH500760,TF102222,0.3,tenure,renewed
STH502373,TF106914,0.1,tenure,renewed
STH503505,TF110267,0.2,tenure,renewed
STH500374,TF101048,0.1,no dominant single factor,renewed
STH506351,TF118880,0.2,"tenure, low spend per game",renewed
STH507485,TF122095,1.7,no dominant single factor,renewed
STH500836,TF102437,0.1,low spend per game,renewed
STH506886,TF120393,0.1,"low spend per game, tenure",renewed
STH502202,TF106420,0.3,"low email engagement, low spend per game",renewed
STH501083,TF103175,0.1,low spend per game,renewed
STH503617,TF110575,44.1,"low total spend, low game attendance",renewed
STH504405,TF112958,4.7,low game attendance,renewed
STH504266,TF112513,0.1,no dominant single factor,renewed
STH507500,TF122125,0.1,no dominant single factor,renewed
STH504599,TF113542,0.2,"few emails received, tenure",renewed
STH502692,TF107827,89.4,"low total spend, low game attendance",not_renewed
STH502233,TF106509,61.3,"low game attendance, low total spend",not_renewed
STH505026,TF114926,0.4,"low spend per game, low email engagement",renewed
STH504076,TF111949,0.1,tenure,renewed
STH500561,TF101584,0.1,long gap since last game attended,renewed
STH500880,TF102574,14.1,low game attendance,renewed
STH505271,TF115666,0.2,tenure,renewed
STH503667,TF110733,1.6,few emails received,renewed
STH504991,TF114807,8.4,"low email engagement, low game attendance",renewed
STH503570,TF110444,0.1,tenure,renewed
STH506971,TF120621,32.3,"low game attendance, few emails received",not_renewed
STH501602,TF104693,0.2,"few emails received, tenure",renewed
STH505210,TF115472,98.8,"low total spend, low game attendance",not_renewed
STH505618,TF116764,90.5,"low total spend, low game attendance",not_renewed
STH503319,TF109666,0.5,"few emails received, low email engagement",renewed
STH502712,TF107878,2.5,no dominant single factor,renewed
STH507590,TF122359,0.1,few emails received,renewed
STH505229,TF115527,0.1,no dominant single factor,renewed
STH506220,TF118465,0.1,no dominant single factor,renewed
STH504010,TF111759,0.3,"tenure, low spend per game",renewed
STH503165,TF109206,0.1,tenure,renewed
STH504898,TF114492,0.4,"low email engagement, tenure",renewed
STH502745,TF107970,0.7,no dominant single factor,renewed
STH500362,TF101004,0.2,"low email engagement, tenure",renewed
STH508228,TF124175,31.0,"low total spend, low game attendance",not_renewed
STH503904,TF111421,0.4,"long gap since last game attended, tenure",renewed
STH506125,TF118180,0.1,low email engagement,renewed
STH504385,TF112899,0.2,tenure,renewed
STH507849,TF123069,0.2,low spend per game,renewed
STH505062,TF115019,3.2,"few emails received, low spend per game",renewed
STH501665,TF104879,9.2,"low spend per game, few emails received",not_renewed
STH500426,TF101191,0.1,tenure,renewed
STH507122,TF121054,1.2,low email engagement,renewed
STH507810,TF122960,0.2,no dominant single factor,renewed
STH507771,TF122848,26.0,"low email engagement, few emails received",renewed
STH504287,TF112572,0.2,low spend per game,renewed
STH505533,TF116467,83.7,"low game attendance, low total spend",not_renewed
STH505893,TF117523,0.0,no dominant single factor,renewed
STH507165,TF121182,0.2,no dominant single factor,renewed
STH502329,TF106802,0.2,"tenure, low spend per game",not_renewed
STH504957,TF114690,64.6,"low total spend, low game attendance",not_renewed
STH500843,TF102453,0.7,tenure,renewed
STH507112,TF121026,98.4,"low total spend, low game attendance",not_renewed
STH503134,TF109104,0.1,no dominant single factor,renewed
STH502791,TF108106,45.7,"low game attendance, low total spend",renewed
STH508167,TF124029,0.2,low spend per game,renewed
STH507703,TF122681,0.0,no dominant single factor,renewed
STH503095,TF109004,2.0,"tenure, long gap since last game attended",renewed
STH502952,TF108559,0.1,"low spend per game, few emails received",renewed
STH504257,TF112495,0.4,no dominant single factor,renewed
STH503201,TF109311,0.1,low spend per game,renewed
STH506298,TF118693,0.2,"low email engagement, tenure",renewed
STH505228,TF115526,0.5,"few emails received, low email engagement",renewed
STH503543,TF110369,0.3,tenure,renewed
STH500020,TF100048,0.1,tenure,renewed
STH507759,TF122809,74.0,"low total spend, low game attendance",not_renewed
STH500328,TF100914,0.3,"low spend per game, long gap since last game attended",renewed
STH500197,TF100521,0.1,tenure,renewed
STH501635,TF104788,4.1,"long gap since last game attended, tenure",renewed
STH503916,TF111449,0.2,no dominant single factor,renewed
STH506992,TF120673,0.5,"low game attendance, few emails received",renewed
STH508128,TF123890,0.2,no dominant single factor,renewed
STH505500,TF116380,97.6,"low total spend, low game attendance",not_renewed
STH507486,TF122096,0.1,tenure,renewed
STH508059,TF123707,0.1,no dominant single factor,renewed
STH504253,TF112485,0.1,low spend per game,renewed
STH505071,TF115039,0.1,low email engagement,renewed
STH502275,TF106620,0.1,no dominant single factor,renewed
STH506605,TF119593,0.1,tenure,renewed
STH508334,TF124488,0.4,"low email engagement, tenure",renewed
STH503720,TF110863,0.2,tenure,renewed
STH504524,TF113314,70.7,"low game attendance, low total spend",not_renewed
STH502200,TF106415,0.1,no dominant single factor,renewed
STH505042,TF114958,31.8,"low game attendance, low email engagement",not_renewed
STH502934,TF108500,3.1,"tenure, low spend per game",renewed
STH502788,TF108090,18.8,"low total spend, low game attendance",renewed
STH502423,TF107061,0.1,tenure,renewed
STH506380,TF118965,0.1,no dominant single factor,renewed
STH500546,TF101544,0.1,few emails received,renewed
STH501911,TF105611,11.3,"few emails received, tenure",renewed
STH504344,TF112750,52.5,"low game attendance, long gap since last game attended",not_renewed
STH502720,TF107893,0.5,few emails received,renewed
STH504540,TF113356,0.2,low spend per game,renewed
STH502974,TF108620,0.2,tenure,renewed
STH502716,TF107886,0.2,low spend per game,renewed
STH505832,TF117347,81.4,"low game attendance, low total spend",not_renewed
STH505111,TF115158,1.0,"low spend per game, few emails received",renewed
STH505159,TF115312,0.1,no dominant single factor,renewed
STH503285,TF109565,0.0,no dominant single factor,renewed
STH505165,TF115336,0.0,no dominant single factor,renewed
STH500307,TF100850,0.1,tenure,renewed
STH503762,TF110992,0.3,low email engagement,renewed
STH500280,TF100768,0.1,low spend per game,renewed
STH502581,TF107499,88.1,"low total spend, low game attendance",not_renewed
STH503801,TF111118,0.3,"few emails received, low spend per game",renewed
STH504222,TF112362,0.1,no dominant single factor,renewed
STH504580,TF113496,60.1,"low game attendance, long gap since last game attended",not_renewed
STH500990,TF102892,0.1,low email engagement,renewed
STH501615,TF104740,0.2,no dominant single factor,renewed
STH503703,TF110828,0.1,no dominant single factor,renewed
STH500563,TF101589,11.2,"low total spend, low game attendance",renewed
STH503308,TF109628,0.1,no dominant single factor,renewed
STH504140,TF112135,0.2,low spend per game,renewed
STH501028,TF103018,65.7,"low total spend, low game attendance",not_renewed
STH504767,TF114086,0.1,tenure,renewed
STH504295,TF112594,0.1,no dominant single factor,renewed
STH505989,TF117831,0.0,no dominant single factor,renewed
STH502109,TF106186,2.2,tenure,renewed
STH506933,TF120504,0.2,no dominant single factor,renewed
STH500334,TF100928,0.1,tenure,renewed
STH501118,TF103269,0.0,tenure,renewed
STH501853,TF105450,92.6,"low total spend, low game attendance",not_renewed
STH507833,TF123028,1.0,"low email engagement, tenure",renewed
STH501839,TF105386,0.3,"low email engagement, low spend per game",renewed
STH502739,TF107949,68.1,"low total spend, low game attendance",not_renewed
STH501469,TF104280,15.6,"tenure, low email engagement",not_renewed
STH504903,TF114502,0.2,"low email engagement, few emails received",renewed
STH503208,TF109340,4.0,few emails received,renewed
STH503966,TF111605,0.2,tenure,renewed
STH506120,TF118169,7.2,"few emails received, low spend per game",renewed
STH503610,TF110544,0.1,no dominant single factor,renewed
